external_id,text,rating,source
a0dd2576-df95-412e-a38b-f8eb1e41b921,very good very convenient but price are bit expensive compare to other quick commerce site but overall its the best.,4.0,play_store
7fffddd3-cedd-4bb9-9dd0-f0504ea1f639,nice,5.0,play_store
ea7ec74d-534e-4183-a18d-c9317798195e,Good,4.0,play_store
9234d0fd-c04b-4edf-b37a-722c49f886e2,Best,5.0,play_store
26030fb4-bc14-48fe-8609-0693c584c2fb,good,5.0,play_store
fc6a4e30-b4fd-4dbc-8f2b-88d9d63e6987,The Best,5.0,play_store
4fd7cd38-3d9a-4575-870a-8b145ee5ba99,Nice service,5.0,play_store
09df64d2-d3ac-4b17-9b26-0e580ae43378,bekar hai app,1.0,play_store
af21a1e3-45c4-49f0-b656-8fad973c0783,u r doing great job 🫡,5.0,play_store
dd099e4f-0250-4550-889f-08a2579137fe,good,5.0,play_store
a55bb7a4-e5db-4bba-851c-7bf96c84cdc9,3rd class coustomer service not available on this plat form gusy you make sure order will purches on cash on delivery,1.0,play_store
4a516ecb-0f49-4b94-b442-6f631b36bd4d,why delivery charge extra on each product,4.0,play_store
10d507eb-4d9f-461e-b611-cc62179350ce,no customer service,1.0,play_store
5fe0f2f2-b389-4a79-bbc4-3b656af946d3,very good,5.0,play_store
1f5b8196-60f3-411b-bcf1-d3621dc5b110,"I am trying to talk to customer executive but failed due to blinkit server issue, I have ordered something related to food and it is bad condition, I want replacement or refund but unable to register my complaint. Now Blinkit team, what is the solution now?",1.0,play_store
eefdb9ef-d943-41f0-aad5-12c73ec640df,good,4.0,play_store
a3e05813-64c7-4d91-8a8a-0a2742d35f7b,"In my last order 15 rs added , for every delivery we have to pay 20 rs ? what is the reason?",2.0,play_store
5e4ae140-b8fe-4865-9ef9-c96675a603cb,good,4.0,play_store
b71a786c-ceb7-45a9-8bd7-6a733e72c8d6,nice 👍,5.0,play_store
e105dd04-e328-4464-a56f-af2f0907c0b2,Blinkit was one of the most used appa on my phone but now I've seen that some products that I buy often are being sold at prices higher than the MRP.. like seriously?? whats this behaviour?? I won't complain about some delivery fee or stuff but selling stuff at higher prices is not acceptable at all !!,3.0,play_store
a76934a1-c4b3-47f1-8a41-1917279e7773,Good,5.0,play_store
c1f06dc9-9972-434a-9689-fabc5617fe43,very 🏃‍♀️ ⏩️,5.0,play_store
2456184f-88f5-4d43-a682-fcd589b021f0,very good aap,5.0,play_store
a35845d7-428b-41b3-a13a-792188a9be18,good 👍,1.0,play_store
86d13843-692f-4fa2-ad5e-602d132829cc,good 😊,5.0,play_store
953fd7c5-2200-48a7-b36e-bc9a124519d9,nice app,5.0,play_store
8df0f959-8659-450d-b39e-0926317412af,very good 👍,5.0,play_store
9d68efb6-e804-4166-8321-27f94298b9f4,nic,5.0,play_store
9e6b7853-75a2-45ec-954d-fade1612526f,good work,5.0,play_store
14193874-d072-4a7a-b14e-2c639535c8b2,Helpful,5.0,play_store
0056f647-b6dc-406b-ae6b-cc6fe2909a96,huuu,5.0,play_store
bc56702d-c672-4304-8c3e-c95ab57659a9,useful 🤩,5.0,play_store
c3843cab-0be0-450a-84c9-9f6b549c68a2,3rd class experience,1.0,play_store
8e25f269-2970-441a-aece-e123bbc1bd4e,it's very easy to way of all types of things and shopping,5.0,play_store
cdd866ff-5f36-49a4-a10c-7eff7a0b922a,very very late,2.0,play_store
0889ca73-dbd1-4cd3-a23e-94ddf4054654,poor quality provided,1.0,play_store
43e8cd19-a0a6-46c8-b93d-d0402f128220,good,1.0,play_store
72766385-0356-4cac-9965-915725a93356,good service and verry fast ⏩ and blinkit is easy to hame all products kvickly received one of the best app for my and me family,4.0,play_store
f792bf8c-d67d-46c7-82db-cedb7310b125,good but delivery charges are to high,5.0,play_store
ec4e1280-3cca-4095-a56c-e7691a008da7,good service 💯,5.0,play_store
c0658150-8feb-4047-9038-d1fcc0ef9293,👍🏻,5.0,play_store
07457570-4b00-45ac-b4be-ec35c5c4831e,Worst app. Even entering your own residential address is a painful process.,1.0,play_store
11d80dba-a1a0-442c-b6a5-2cd4df08bfda,to good 💯,4.0,play_store
bc25f169-c1b6-43a9-8763-5c74ff3d7564,good,1.0,play_store
3909e6aa-4b56-4354-a5a9-5f14e4f3b407,"I it's convenient, easy to get ...yeah",3.0,play_store
9e5a3b8b-30dc-4ed9-9d26-72ba9739a1bc,"""Super fast delivery! All items were fresh, properly packed, and delivered in perfect condition. Great service as always.Blinkit has made daily grocery shopping so convenient! Fantastic packaging, high-quality products, and unbelievably quick delivery every single time. 10/10 service... 😊😊",5.0,play_store
e4fd4409-4b77-4c69-99aa-a937a5ffab18,very excellent app fast delivery must use this app,5.0,play_store
29f6fd79-9203-44d2-95c8-58a9e4edb517,best experience but can't pay with online payment from other UPI in first it was applied but now it hasn't worked since 2 to 3 months ago.. please let service this,5.0,play_store
1ad1b191-225b-471a-9cd6-706cbb63ef18,stupid app.,1.0,play_store
47b7fc84-2612-41a1-b0b8-5e5cf4951d2b,nice,5.0,play_store
cc4d73e5-3b47-4200-8044-1f34056ad4b2,good,5.0,play_store
cc300d09-e065-4cff-9707-989b71d461ac,good 👍,3.0,play_store
0d5a83eb-f175-4c40-ae44-aa32d8218b1c,"Extremely disappointed with this order. The Organic Ladyfinger (500 g) came in two 250 g packs, but one entire pack was completely spoiled and had to be thrown away. The Raw Mango (500 g) was the small, round variety with a huge seed and very little pulp, yet the description never mentioned this, making it misleading and poor value for money. The Chopped Spinach contained mostly thick stems instead of spinach leaves, making it feel like the weight was increased by adding sticks than actual.",1.0,play_store
67879f71-409f-4acb-a876-6a36a4fc8c0d,good,5.0,play_store
fe63136f-b374-488d-b5e3-e0daf4edcf8b,good,5.0,play_store
dc9e8df2-ac8f-4ccc-bee5-7062a256b55c,good,5.0,play_store
3556b094-5a6f-4c81-943a-41de18bca3d1,superb,5.0,play_store
b82c5522-d92d-4b68-8021-b0506a76436c,The service is always good and in time also.,5.0,play_store
330da29f-5e92-446a-8668-57b13f3639cc,the delivery speed is not as stated and quick as zepto and also handling charges are being charged,2.0,play_store
bd39026a-5087-408b-a10a-5d66c92446b5,its verry good app no need to explain too much just open it you will understand everything... ❤️,5.0,play_store
cfb0bb1e-008a-455b-8002-564cc072e8b9,Will opine after the delivery,5.0,play_store
276c4b57-fc92-4f34-9c9d-d63c9e70a73c,very good 👍,5.0,play_store
7e4da1cc-8044-4d87-a384-17427f5ca688,easy to use and very helpful 🥰😍,5.0,play_store
7780c54a-ecd7-43d4-8bd2-fd3fdf528c72,too fast,5.0,play_store
9ffbe858-1dbe-4d49-b200-4d66dcc86dc6,superb service,5.0,play_store
29f8dde7-43a6-4acf-b6f3-4ebc57498d9a,good service 👍,4.0,play_store
b95abbaa-0fb5-449e-8bfc-f092496912eb,i. cried 😭at last,5.0,play_store
3f8d178c-bf3c-4c0c-9d18-8dab051529f0,agr refund ya cancellation ka option or hota to or better ho skta hai,4.0,play_store
492d997e-2b71-4481-96c3-fef24656a846,good,5.0,play_store
c579a298-8e1a-4438-91da-3ce811de4260,super,5.0,play_store
87e2ef48-451c-4b22-8dc3-e09eae0c0a51,nice,5.0,play_store
ed17757f-1262-4645-928a-efc31c6619db,ok,3.0,play_store
b862c64a-c902-45e6-bc44-8a58c7e9df4e,best ap and fast delivery 🙂,5.0,play_store
8d10e3ec-d777-4312-a52f-d2e697499d35,good 👍,4.0,play_store
41329883-1ceb-4284-972c-dbbdbbf397cc,👌,4.0,play_store
60870550-879c-4ffb-a0dd-05c63e1aa615,Good service 👍,4.0,play_store
1135298a-341b-42ae-982f-43be00cb24ff,mujhe achha laga aur delivery boys' bhi bhot achhe se bat karte karte h,5.0,play_store
c903c1eb-3f94-42ca-a51e-da184ac0dcc3,outstanding app,5.0,play_store
a11dc630-7799-4d3f-9b14-035e60148b79,super,4.0,play_store
297fd459-74ed-439d-a619-3b8c7f702c31,very good service.,4.0,play_store
21d7b99f-7f1c-4f65-8d7a-fd1b3e6e239a,very good,5.0,play_store
06ddae80-dda8-4be6-bb98-3f39b0f24d35,best grocery app ❤️,5.0,play_store
cbce18f8-c623-4107-b939-01b3637485ca,Great Service,5.0,play_store
c0ec64bd-a54f-4e3f-ac29-247554d905e6,product market se bahut jayda high rate hota hai,3.0,play_store
88bf9c64-b5ce-442c-a9b0-5638da142cae,cash dene ke baad extra paise kabhi refund nhi aata hai costly prta hai saman,1.0,play_store
def74fc1-e5c9-4d4a-b508-5f15f3f8c21e,good,4.0,play_store
43c414c1-b1cd-4589-ac2d-2414ae89e1e4,👍 good,5.0,play_store
c20ef042-d8b2-48f9-8545-420d4e96a83b,amazing experience,5.0,play_store
661dff73-c55d-45fa-96c5-d6203e2c9c1f,nice,5.0,play_store
cb8ade1f-a0d2-4b55-ac0a-f43e3f5ca02f,good,3.0,play_store
c58c03b0-655d-4658-9e33-c281de44a181,they inform after leaving their godown that they have shortage of item so they have cancelled..if they had informed earlier I wud have ordered another or replace my items,2.0,play_store
e86ba4b1-bd02-48f8-a31f-0c745e2613ea,nice 🙂,5.0,play_store
3a0a42ec-52b2-4dde-bad1-98f5cda3f789,very good app,5.0,play_store
729f697a-e8db-489b-a949-865e70892962,"This app is not good, I ordered it first. I paid online then and then I cancelled it, but it's been four months since I got my 200 rupees, they still haven't refunded the money, they only make false promises.",1.0,play_store
48a5f7a9-5e23-4a73-ae34-ce516b81ecf6,lind delivery,1.0,play_store
2d02d0ed-ec72-4a29-aa36-7d5b5a56de05,good,5.0,play_store
6612f4b2-a57a-49fe-9bd7-3e384886a804,good,5.0,play_store
517fccca-8d64-488c-b5af-2bdecf507e64,"Reliable, Fast and on time Delivery.. Love it",5.0,play_store
39e583c6-c6d9-4da7-8a71-27c5f03dc98f,ok nice,5.0,play_store
fac60fe4-18de-46f4-aadc-58194221fb23,delivery fast and good it by using,5.0,play_store
112c0b07-d9a1-49fe-9906-86965bf9e025,very nice nice quality,5.0,play_store
c0dba931-226d-45cb-b759-d084bec25228,amazing,5.0,play_store
476aec83-c5bf-487c-8581-aa714dee481a,very good for a lazy person,4.0,play_store
cff1c6d7-d53f-4a0c-8d8d-44f0ee12003c,Bhai mere city(bulandshahr) me aajaaaaa,5.0,play_store
b62d349b-d16e-4e6f-a89a-dd713546a984,good,5.0,play_store
cf0a4548-6263-40c8-801f-cf07ea110dab,Good,5.0,play_store
b50808e4-b4a8-4f8c-9ba2-4fc036c276a0,good,5.0,play_store
62d8535d-be82-4f97-8976-3e3a4a8c43bf,very worst,1.0,play_store
d2179c9f-13ee-4841-8e52-5765de83b304,supar,3.0,play_store
d91fde86-6a86-4ea3-89a9-3fe38bc8a6b8,nice,5.0,play_store
065aee03-e60e-4201-a365-928d8bfe5288,"A new Scam by Blinkit, ordered few items and two items were missing, have been trying to contact them but shows were are handling large order try again next time until the complaint window closes. so now it shows cannot entertain your complaint as the complaint window is closed. this is how they scam people now.. pathetic theif",1.0,play_store
4f7716dd-b6e7-48b6-b34b-1f4ed92b1282,good,3.0,play_store
3554c1dc-aa38-43a2-ab2a-deff1785c78c,very good,5.0,play_store
22fc4eff-a6d1-45d7-95a5-3e6a3e7cbfa5,two delivery patners for one order I had to waste my time to wait for both when I ordered both the things at same time,1.0,play_store
6e234259-82b5-4d00-b6fb-7f0b193b59ca,good,4.0,play_store
a8070f50-0ea4-4f96-9901-610daaab87a6,Quick service . Just see the veg n fruits are not over ripe . Thanx 🌻,4.0,play_store
a2ef4b3c-68bd-4b39-8a2d-f443939a6b1b,good,5.0,play_store
d56ebda8-38ce-4811-9490-4847be2c1225,best app,5.0,play_store
0e563f73-899a-4b3f-80aa-d7fa4eca6ea2,good,5.0,play_store
a79ad27e-c5ba-485a-89f2-c41ab8373d6b,"Wonderful home deliveries! Blinkit is like Aladdin’s magic lamp—just rub it, and whatever you need magically appears at your doorstep! 😄✨",5.0,play_store
bf8ee8cc-8282-4893-b7b4-fa87053a8722,superb work,5.0,play_store
b03fe169-b36e-4777-acab-46abb741b9db,my first time,5.0,play_store
d3bd728b-89c1-44cc-b45b-2edec2c82e6e,It was a quick delivery. Thanks to Mr. Rohit☺️,4.0,play_store
6b51cdb1-ffbd-465e-b689-32c339c1a453,"The reason behind giving 1 star is, their return policy, if a customer orders the wrong item, they don't return or replace, they straight away say we can't return, you should replace the item.",1.0,play_store
06f76edf-e5e6-4a82-8e01-59b9c69907a9,very poore,1.0,play_store
de03e709-a9a8-4e55-98f6-d1d6ed19fd88,Exellent service and Customer support quick response👌😀,5.0,play_store
c0348e39-0aa4-46f0-83ed-44aff7daea7f,Kisi Bhi time No Return Policy bol dete hai Or No exchange bhi bol rahe hai install mat karo aapna khud leke aao ja kar,1.0,play_store
e058bff4-9658-4922-9bf1-0eae817ced82,very good and experience with your work,5.0,play_store
763e686a-f1ab-4a95-a95a-9d189358cb15,satisfied ☺️,5.0,play_store
cac978e2-1d80-4e47-bcb3-78b97212f027,nice,5.0,play_store
48527565-6758-4673-985f-6c64461e8e66,easy delivery,5.0,play_store
d4b57e08-aa59-4a35-aa4f-0a39dd82e873,great helpful,4.0,play_store
1b95e0ed-39ae-43bf-a4e2-935dd0baca12,Excellent service.,5.0,play_store
70281dcf-1501-4df7-8019-95930d5d8ae2,nice,5.0,play_store
800f0f5d-10bc-4464-8b1c-dfc128e28c66,oky 👍🚩,4.0,play_store
117d44db-a718-4d1b-bc27-85c9749152e2,good service 👍,5.0,play_store
fa9ed17a-d3a6-4b8d-966a-8caf39f35519,thanks for best servicing 👍,5.0,play_store
bdd8612c-a42b-4b5b-81ca-54feef7b5b3b,good,5.0,play_store
84ad0a3e-c36d-4b2f-9278-dcc5c19351b4,Bestest app ever,5.0,play_store
07234bb5-16b7-4c98-8adf-f025a107fd82,Good 👍,4.0,play_store
bb79deef-d8a6-4db4-8b7b-4c072d481deb,Good facilities,4.0,play_store
bd288311-3b9e-4c27-bfc6-91c437b930e8,worst,1.0,play_store
371a4275-118c-4920-af9b-038eb8449be6,very gud nd gud experience,5.0,play_store
7f76ea0d-9e91-4d21-b527-3d0d04efde87,happy,5.0,play_store
a8529e97-2896-4319-a0aa-a2182a162729,good,4.0,play_store
9ecc4a5c-1c93-4fd7-9c47-71a2291b666c,very good experience of my,5.0,play_store
e89c56f2-445b-4813-95d0-894b08cf458e,Good,5.0,play_store
87b7b784-e5b6-4e3e-a0ac-8fb77767c84b,best,5.0,play_store
79774615-43ee-413d-9c7e-d591e92dab3f,good,4.0,play_store
c79e6a37-a826-49e0-92cb-a4b38371e5ae,good,5.0,play_store
99a0a9b3-605f-46a8-887d-5d4d779e0c18,nice,5.0,play_store
c0a54182-0f5a-4851-afba-58bbeef855b6,wow nice,5.0,play_store
91c39fd1-22b9-496b-abe4-08f11189fd58,bahut achcha 10,5.0,play_store
828cb9bf-9009-4558-9137-a9a4e51c2aec,delivery person behaviour not good,1.0,play_store
3947926c-aa6a-4128-8bb1-c395a0162082,100 % service,5.0,play_store
ed82bc14-3e5e-4f08-917a-ed57f05b7f64,good,3.0,play_store
d8099a2e-a8e1-4373-bb99-72d4d8db635f,good 👍,5.0,play_store
894db797-7e46-484d-81df-ac36f7bc58b0,very good service,5.0,play_store
17e3fe9b-404c-44a1-9707-a0588ced6098,nice,5.0,play_store
d5d52fd4-5660-4928-a724-63d3886095f9,very bad,1.0,play_store
675d2700-7383-46c0-b69d-45dcae8626c9,Good,3.0,play_store
a0044195-da96-45d0-a794-17a5110caadf,"one of the poorest service, I had found & additional they take charge for cancellation even after getting 30 minutes late if you cancel.",1.0,play_store
e50378a4-7356-42a4-9734-0c5300eb3506,good,4.0,play_store
3151a1b1-f269-4f33-83c8-45cea8d719ef,nice perfact 💕💕💕💕💕💕,5.0,play_store
86f7d6ca-303c-44e0-b0e7-3783520b2140,"Excellent and fast delivery, love it",5.0,play_store
aa094d65-fa56-4600-b961-50f0de43d743,nice experience with fast delivery 🚚,5.0,play_store
81b95ac9-51fb-454e-b555-ebae976a4025,fantastic service. Support staff is great too. quick yo respond and polite,5.0,play_store
8a165aed-a5fb-4f03-8f15-1ef3ac5efa8f,good,5.0,play_store
6dcc8b25-5aec-402f-8c00-4395416f688f,provide the best service..,5.0,play_store
d075b982-af85-4db5-9ce1-dc827fa791d2,very good,5.0,play_store
64fa5845-9f87-4430-8381-d19ba61650e4,good,5.0,play_store
619dbd9c-1a41-4aa3-9004-db898c00bf34,nice app fast service,5.0,play_store
7ef2d08c-4e16-44f0-8811-69576ee8460f,🤛 aadha ghante se upar Ho Gaya fir bhi 11 minute dikha raha hai,1.0,play_store
150a061c-ecb5-4b30-8772-65d538f99c16,better then amazon flipcart mesho,5.0,play_store
cc727d43-b956-47bb-bfab-53e50cf327c1,super,5.0,play_store
7ae4d54b-0333-4745-9d65-3206019f48f8,good,4.0,play_store
239a3355-9151-477c-aa96-3910d7bbfaef,they are selling poor quality products...if you ask for an exchange or refund they will close the chat conversation..waste app,1.0,play_store
4a0791cc-744a-48df-a988-3b20c018db55,very nice sincerely work,5.0,play_store
ac93bbed-b30e-45a8-90fc-f6b2fb3e0e3b,good 👍,4.0,play_store
8aeefee5-e836-43a3-a5da-80e6e01fb99f,Best service,5.0,play_store
f5744171-865d-4297-9f11-fc61066c661e,absolutely fantastic and efficient,5.0,play_store
bcbe80f5-0d74-4e8e-8c53-c25de00b6b0a,excellent service,5.0,play_store
e7efdc06-062c-4a52-8a21-cd055b22ebd1,only Cash on delivery option are open to plase order,2.0,play_store
db4eb934-4c06-4c1c-be69-dc055d308376,superb,5.0,play_store
725f58a0-42bc-4f9d-bb73-2ed6525a3eb4,Nice option,5.0,play_store
b35fc8e1-22a0-41cc-8f8a-4bbe3d2fb975,it very useful I love it,5.0,play_store
8df65902-41c9-406c-9b12-cfa78c8735c4,it's good,5.0,play_store
3bb4f9d7-9c18-46c0-b390-d862bfd38304,nice 👍,5.0,play_store
cf1b9aa8-6d62-4080-8d2f-78ae4adb16dd,Some products are not available,4.0,play_store
123abfe3-f39f-4ea5-b26a-009a2f60b951,nice,4.0,play_store
b0f8accd-3e78-4851-9729-5d3b7d6b2c2a,all good,5.0,play_store
77fed81d-4e89-44d7-b4b1-5425a99886cf,good app,3.0,play_store
c15f1cb8-1699-4245-ac3d-bdbedff80c69,good,3.0,play_store
a5a7c5af-0e7e-4d43-a647-eee89b164b70,Old purana metrial supply karte ye log,1.0,play_store
4690064a-3ba6-4e31-8d00-db9a8e864b4b,such a great app,4.0,play_store
dc4606b1-46e5-44ae-9c37-f8e7cae0be88,osm,5.0,play_store
3153806d-0334-4ef2-9ad7-1d49b4e502df,worst,1.0,play_store
ead7d1c4-0682-443d-ac63-b5b2ca878bc1,I returned an order as it was damaged They took the parcel the same day and I was supposed to get my money back but I did not get my money and the assistant chat is the worst part does not allow you to text anything of no use,1.0,play_store
9aae73d1-47a6-426f-a788-d1b208a2cf02,"TOTALLY, the best guys out there. keep it up #blinkit",5.0,play_store
0e09fe8a-3536-4e24-8013-f6294572d308,good 👍,4.0,play_store
